1560.01	2.99932	0.574
1570.01	2.99932	0.491
1580.01	2.99931	0.311
1590.01	2.99932	0.415
1600.01	2.99932	0.322
1610.01	2.99932	0.382
1620.01	2.99933	0.422
1630.01	2.99933	0.611
1640.01	2.99933	0.53
1650.01	2.99933	0.537
1660.01	2.99934	0.405
1670.01	2.99934	0.451
1680.01	2.99934	0.564
1690.01	2.99934	0.543
1700.01	2.99933	0.649
1710.01	2.99934	0.734
1720.01	2.99934	0.675
1730.01	2.99933	0.632
1740.01	2.99932	0.646
1750.01	2.99932	0.585
1760.01	2.99932	0.482
1770.01	2.99932	0.341
1780.01	2.99933	0.443
1790.01	2.99933	0.421
1800.01	2.99933	0.408
1810.01	2.99933	0.394
1820.01	2.99933	0.34
1830.01	2.99933	0.266
1840.01	2.99932	0.119
1850.01	2.99932	0.066
1860.01	2.99933	0.094
1870.01	2.99935	0.116
1880.01	2.99935	0.144
1890.01	2.99936	0.235
1900.01	2.99936	0.249
1910.01	2.99936	0.273
1920.01	2.99936	0.396
1930.01	2.99936	0.311
1940.01	2.99936	0.232
1950.01	2.99937	0.277
1960.01	2.99937	0.176
1970.01	2.99938	0.204
1980.01	2.99937	0.235
1990.01	2.99937	0.213
2000.01	2.99935	0.123
2010.01	2.99935	0.2
2020.01	2.99935	0.254
2030.01	2.99935	0.266
2040.01	2.99935	0.285
2050.01	2.99935	0.18
2060.01	2.99934	0.093
2070.01	2.99934	0.079
2080.01	2.99935	0.05
2090.01	2.99936	0.027
2100.01	2.99937	0.006
2110.01	2.99937	0.038
2120.01	2.99937	0.025
2130.01	2.99938	0.006
